70269,Fantastic Four Epic Collection: The Coming of Galactus (Trade Paperback),0,"Collects Fantastic Four (1961) #33-51 And Annual #3.

Stan Lee called it ""the World's Greatest Comic Magazine,"" and he wasn't kidding. If Lee and Jack Kirby set the comics world on fire in 1961 with the debut of the Fantastic Four, in 1965 they burned it down. Letting loose an unmatched burst of rapid-fire creativity, they gave birth to the Frightful Four, the Inhumans, Galactus and the Silver Surfer — and even pulled off the first super-hero wedding! There are also monster menaces galore, including Dragon Man — and out-of-this-world villains, from the shape-shifting Skrulls to the undersea warlord Attuma. But it's not just the panel-bursting action that makes FANTASTIC FOUR great. It's the drama of a family, united to explore all the wonders of the Marvel Universe side by side!"
68147,Deadpool (2018),0,"That escalated quickly. Deadpool’s got a plan, and those usually work out flawlessly, so everyone, don’t worry! Earth is TOTALLY GOING TO BE FINE. But, uh, just in case, anyone have an extra spaceship or a teleporter or some interstellar conveyance? I’m sure Deadpool’s got it in hand, just, you know, better safe than sorry "
71379,X-Men: Gold Annual 2 (2018),0,"Your favorite X-Man KITTY PRYDE just made the biggest decision of her tumultuous romantic life, but what set her on that course? Before Peter, Peter, or Peter, there was Kitty's FIRST kiss! Hugo and Nebula Award-winning writer Seanan McGuire (InCryptid, October Daye, Wayward Children series) and artist Marco Failla (MS. MARVEL, ALL-NEW WOLVERINE, Harley Quinn) reveal the secrets of young Kitty's summer at Camp Maplebrook in a story with more teen mutant angst and camp hijinks than can be contained in a regular-sized issue! Kitty's kept this tale to herself for years – be the first to find out why!"
67717,Astonishing X-Men (2017),0,"Welcome back to the X-Men stage, the incomparable the amazing the uncanny DAZZLER! The Reavers are hunting random mutants, so Havok and Beast must save a former X-Man. But these Reavers aren’t completely as they seem!"
70259,X-Men: Revolution By Chris Claremont Omniibus (Hardcover),0,"Legendary X-Men writer Chris Claremont returns — to usher in a mutant revolution! And his uncanny roster mixes classic favorites with fresh additions including Cable, Cecilia Reyes, Tessa and the new Thunderbird! But who will lead the revamped X-Men? Would you believe Gambit and Rogue?! Foes both old and new threaten — from the nefarious Neo and the Crimson Pirates to Stryfe and the N’Garai! But whose side are Lady Deathstrike and Senator Kelly on? And when a Skrull scrambles Rogue’s powers, will she ever be the same again? Meanwhile, Mystique’s Brotherhood of Mutants has deadly plans — and their machinations could mean the very literal death of Xavier’s dream! Collecting X-MEN (1991) #100-109 and ANNUAL 2000, UNCANNY X-MEN (1981) #381-389, X-MEN UNLIMITED (1993) #27-29, X-MEN: BLACK SUN #1-5, BISHOP: THE LAST X-MAN #15-16 and CABLE (1993) #87."
69557,Star Wars (2015) #52,52,"“HOPE DIES,” PART THREE! The MILLENNIUM FALCON versus the whole IMPERIAL FLEET? No problem. A certain TIE ADVANCED STARFIGHTER piloted by a certain SITH LORD? Problem. Big problem. No human can save the day. But maybe a droid can "
69019,Marvel Rising: Ms. Marvel Squirrel Girl (2018),0,"THE GAME IS UP IN THE PENULTIMATE CHAPTER OF MARVEL RISING! When Ember Quade traps Ms. Marvel, Squirrel Girl and their friends in a video-game reality, they’ll have to fight their way through the terrifying villain hordes of Ember’s imagination! But when they reach the final level, even Ember will be surprised at what they find. All the cards hit the table as award-winning writers Devin Grayson, G. Willow Wilson and Ryan North take MARVEL RISING to its heights!"
67135,Immortal Hulk (2018),0,"Walter Langkowski is an ex-football star, a space diplomat and a beloved super hero. Walter Langkowski is charming, healthy and outgoing. Walter Langkowski is the opposite of Bruce Banner. And Walter Langkowski is going to die today, because he went looking for Banner and found the IMMORTAL HULK."
67950,Captain Marvel: Carol Danvers - The Ms. Marvel Years Vol. 2 (Trade Paperback),0,"Collects Ms. Marvel (2006) #18-34 and Annual #1.

The adventures of Carol Danvers continue! Ms. Marvel drafts two new recruits from the Avengers Initiative: Machine Man and Sleepwalker! And when the young hero Araña is kidnapped, it's time for Carol to use her newly expanded Lightning Strike Force to squash an evil that hits too close to home! Then, when the Skrull Secret Invasion is revealed, is Ms. Marvel on the front lines — or part of the infiltration herself? Outgunned and on the run, with S.H.I.E.L.D. convinced she's a Skrull impostor, Carol must fight for her identity and her life against her very own squad — but they have a Ms. Marvel of their own! Plus: Carol faces a death in the family, fights to rebuild after the Skrull ordeal and has a run-in with the ever-Amazing Spider-Man!"
67703,Ant-Man & the Wasp (2018),0,"Every time Ant-Man and Wasp shrink in the Microverse, they enter a reality with new physics, new beings and new danger! How much smaller can they get before there’s no way back? Marvel’s weirdest science trip takes things up, er, down a notch!"
67725,Astonishing X-Men By Charles Soule Vol. 2: A Man Called X (Trade Paperback),0,"Collects Astonishing X-Men (2017) #7-12.

Charles Xavier is back! And he has a plan. He's going to save the world — whether the world likes it or not! But Charles may have made the greatest mistake of his life: Proteus, one of the most terrifying adversaries the X-Men have ever faced, has returned as well! But evil doesn't always know it's evil. Still reeling from their narrow escape from the Shadow King and the loss of a crucial ally, how will the mutant heroes face an enemy with the power to remake the world? As a reality storm batters London and its inhabitants, Psylocke must decide between trusting the mysterious man called X and letting her beloved city fall into ruin. Meanwhile, with the fate of the planet at stake, the X-Men choose their field commander for the looming battle against Proteus!"
70236,X-Men: Gold (2017) #33,33,"Storm returns to the Kenyan village that once worshipped her as a goddess! But now, with her Stormcaster hammer, it’s true isn’t it? The truth about Storm’s Asgardian hammer is revealed here!"
70224,X-Men: Dark Phoenix Saga Omnibus (Hardcover),0,"Collects Uncanny X-Men (1963) #129-137. Gathered together by Professor Charles Xavier to protect a world that fears and hates them, the X-Men had fought many battles, been on adventures that spanned galaxies, grappled enemies of limitless might, but none of this could prepare them for the most shocking struggle they would ever face. One of their own members, Jean Grey, has gained power beyond all comprehension, and that power has corrupted her absolutely! Now they must decide if the life of the woman they cherish is worth the existence of the entire universe!
"
69628,Star Wars: The Last Jedi Adaptation (2018),0,REY CONFRONTS SNOKE AS THE RESISTANCE FACES EXTINCTION! KYLO REN brings REY before the SUPREME LEADER — but who will turn? ADMIRAL HOLDO reveals a stunning plan to save the RESISTANCE! Plus! The return of CAPTAIN PHASMA as FINN and ROSE are betrayed!
69381,Rise Of The Black Panther (Trade Paperback),0,"Collects Rise Of The Black Panther #1-6.

The secret origin of T’Challa, the Black Panther! Wakanda has always kept itself isolated from Western society, but that’s about to change. Young T’Challa knows he’s destined to become king, but when his father is murdered by outsiders, he finds himself taking up a mantle he may not be ready for. Experience the troubled reign of King T’Chaka! Discover the mother T’Challa never knew! And see how the world first learns of the wondrous nation of Wakanda — including Namor, King of Atlantis; the Winter Soldier; and the ruler of Latveria, Doctor Doom! Plus: As Erik Killmonger makes a devastating move, a missing chapter of T’Challa and Storm’s lifelong romance comes to light — and the Black Panther must decide his unique role in a world full of super heroes!"
67145,Infinity Wars (2018) #1,1,"As the Infinity Stones come to Earth, so too comes the war for control over them. But none who wield the stones know the truth about the power they contain or what it would take to bring them to their END. The nature of the universe itself hangs in the balance as we learn the answer to the question on everyone’s lips since “Infinity Wars Prime”: WHO IS REQUIEM? Gerry Duggan (DEADPOOL, INFINITY COUNTDOWN) and Mike Deodato Jr. (ORIGINAL SIN, OLD MAN LOGAN) look into the Infinite and bring the truth to light!"
68000,Cloak and Dagger (2018) #3,3,"Dagger comes face to face with the killer she's been tracking for days – but will she make it out alive?! And, at the moment she needed him most, where is Cloak?!"
68252,Death of Inhumans (2018),0,JOIN OR DIE! Attilan died screaming without its king. Now Black Bolt sets out for vengeance against the Kree — and leads the last of his people to their deaths. For the Kree have a weapon of their own one that will teach the Silent King what it truly means to be voiceless. The massacre continues as Donny Cates and Ariel Olivetti bring the Inhumans to their lowest point in history.
68608,Hunt for Wolverine: Weapon Lost (2018),0,"WEAPON FOUND? Logan was turned into a weapon long ago — controlled, experimented on, but ultimately lost. Now, Daredevil and his crew learn what happens if someone else takes up that weapon "
68957,Marvel Legacy (Trade Paperback),0,"Collects Marvel Legacy #1, Marvel Legacy Primer pages, FOOM Magazine (2017). EVERYTHING STARTS HERE! It begins at the dawn of the human race, and ends with a child's prayer! In between, empires fall, mysteries brew, secrets are revealed, quests are undertaken and legends are forged! All leading up to the dramatic return you've been waiting for - and one you've been dreading! Jason Aaron (MIGHTY THOR) and Esad Ribic (SECRET WARS) usher in a new dawn - one whose rays will touch every corner of the Marvel Universe in the days to come! MARVEL LEGACY: It's everything you've been longing for - and more!"
67919,Captain America (2018),0,"Distrusted by a nation that seems to have lost faith in him, Steve Rogers is a man out of time and out of options! Where can a now-unsanctioned Captain America turn for aid and assistance in order to stem the rise of the cabal of influence brokers known as the Power Elite?"
68111,Daredevil Epic Collection: Root Of Evil (Trade Paperback),0,"Collects Daredevil (1964) #333-344 And Elektra: Root Of Evil #1-4. Dark times for Daredevil — and Elektra! When DD heads underground, he gets drawn into an ordeal involving Bushwacker, the Devourer and Deathlok? But as things get explosive, is the biggest menace the underground King — or the rising Kingpin? Out of costume, it’s Matt Murdock no more — now he’s Jack Batlin, street hustler! But when a Kruel menace targets Matt’s friends, “Jack’s” old life quickly comes back to haunt him! It’s time for the ’Devil to do a little soul-searching, before his identity crisis pushes him over the edge! Will Nick Fury and the Punisher play a part in the return of the “real” Daredevil? Plus: DD’s former flame, the assassin Elektra, stars in her own epic tale of darkness and deception — taking on the Hand and the sinister Snakeroot!"
70158,X-23 (2018) #2,2,"With her sister Gabby and their pet Jonathan in tow, X-23 forges her own destiny after a stint as the All-New Wolverine!"
67349,Infinity Wars Prime (2018) #1,1,
60892,X-Men: Grand Design - Second Genesis (2018) #1,1,"It’s ALL-NEW and ALL-DIFFERENT! Witness Wolverine, Thunderbird, Colossus, Storm and Sunfire suit up as X-Men for the very first time all over again! All through the lens of comics auteur ED PISKOR, who lovingly researches, writes, pencils, inks, colors and letters every page just for you! The second act of X-MEN GRAND DESIGN begins now!"
42257,S.H.I.E.L.D. By Hickman & Weaver: The Human Machine (Hardcover),0,"Collects S.H.I.E.L.D. (2011) #1-4, S.H.I.E.L.D. By Hickman & Weaver #5-6, S.H.I.E.L.D. Infinity. A long-awaited modern classic — collected at last! The hidden past of S.H.I.E.L.D. is revealed, courtesy of some of history’s greatest minds! Michelangelo has been pulling the strings for years — but can even he keep Leonardo da Vinci and Sir Isaac Newton from killing each other and destroying the Brotherhood of the Shield? The battle for the Immortal City comes to a climactic conclusion! Michelangelo and Nikola Tesla kick their plan into high gear! Galileo takes on Galactus! The truth behind Nostradamus is uncovered! And Howard Stark lays the foundation for the espionage organization you know and love! But the battle that decides our present will be fought in the future."
70947,True Believers: Fantastic Four - The Birth of Valeria (2018) #1,1,
68148,Deadpool: Assassin (2018) #4,4,"Deadpool isn’t usually known for his attention to detail and promptness, but he’s CLEANING UP in the mercenary-for-hire biz. And since the Regeneratin’ Degenerate’s proven elusive of the Assassins Guild’s efforts to stop him, in this issue they’ll hit him where it hurts His groin. Oh and also his friends."
67173,Marvel 2-in-One (2017) #8,8,A new life in a new town on a strange world. Everything has changed for the broken people once known as BEN GRIMM and JOHNNY STORM. But can they repair things before one of their oldest villains puts the nail in the coffin of THE FANTASTIC FOUR?
69433,Secret Invasion By Brian Michael Bendis Omnibus (Hardcover),0,"Brian Michael Bendis’ complete saga between two covers! It begins with a brutal battle between the New Avengers and the Hand — one that claims Elektra’s life and reveals that she was - a Skrull! What does this mean for Tony Stark and his Mighty Avengers? Or his shadowy Illuminati? Soon, the whole Marvel Universe will be asking: Whom do you trust? As the Secret Invasion stands revealed and the Skrulls attack Earth, which heroes will be exposed as alien impostors? Can the Secret Warriors turn the tide? And can anyone stop the Skrull queen Veranke — whoever she is?! Plus: Bendis and a murderers’ row of artistic talents reveal how your favorite Avengers were secretly replaced! Collecting SECRET INVASION #1-8, SECRET INVASION PROLOGUE, NEW AVENGERS (2004) #31-32 and #39-49, MIGHTY AVENGERS (2007) #7 and #12-20, and NEW AVENGERS: ILLUMINATI (2007) #1 and #5."
69096,Mr. and Mrs. X (2018) #1,1,"LOVE & MARRIAGE PART 1! Straight from the pages of X-MEN GOLD to the surprise of everyone, the Marvel Universe's hottest couple has finally tied the knot! In their extraordinary lives, they've faced nearly every challenge imaginable, but how will they fare against former flames making trouble? An entire galaxy in jeopardy? You want it? We got it, as Kelly Thompson (HAWKEYE, ROGUE & GAMBIT) and Oscar Bazaldua (SPIDER-MAN, STAR WARS: ROGUE ONE) bring you the tantalizing tale of a modern marriage X-MEN STYLE!"
69853,The Punisher (2016) #228,228,It’s all come down to this. Frank’s used the War Machine armor to cross lines from which he can never come back. Some people have taken Frank’s actions personally. One of those people is Tony Stark. SUIT UP! It’s the fight you’ve been waiting to see!
68600,Hunt for Wolverine: Mystery in Madripoor (2018) #3,3,"MADRIPOOR’S SECRETS ARE WORTH KILLING FOR and if KITTY PRYDE fails to uncover them, another X-MAN will die! Has DOMINO’S luck finally run out? And what is the SOTEIRA PROJECT?"
70051,Venom (2018) #4,4,"An ancient Klyntar has awakened on Earth, and with it, something has stirred in Eddie Brock’s symbiote. And while Venom would never do anything to hurt Eddie or an innocent person, the ancient symbiote has no such qualms "
67633,The Amazing Spider-Man (2018) #2,2,"A revelation from the past puts Peter Parker’s job, relationships, and whole life in jeopardy while an alien invasion hits New York City!"
69467,Spider-Girl: The Complete Collection Vol. 1  (Trade Paperback),0,"What if Peter Parker and Mary Jane had a daughter? The ever-amazing answer is she’d be May “Mayday” Parker — A.K.A. Spider-Girl! Spinning out of the pages of WHAT IF? into her very own universe, the teenage Mayday inherits spider-powers and dons her retired father’s red-and-blues! Now follow her adventures from the beginning as Mayday learns about Spider-Man’s legacy and wrestles with whether to follow in his footsteps! She’ll face threats old and new — from the Venom symbiote and Kaine to Crazy Eight and the Dragon King — and meet incredible faces from the future Marvel Universe including Darkdevil, Wild Thing, the Fantastic Five and the newest roster of the mighty Avengers! Discover a friendly neighborhood hero for a new generation! Collecting WHAT IF? (1989) #105; and SPIDER-GIRL (1998) #1-15, #1 2 and ANNUAL ‘99."
70208,X-Men Origins: The Complete Collection (Trade Paperback),0,"Discover the uncanny origins of some of the greatest X-Men of all! These gripping and personal tales reveal how the young mutants each gained their powers and found their way to the Xavier School — from legendary original members like Cyclops, Jean Grey, Beast and Iceman; to iconic additions of the all-new, all-different era like Nightcrawler, Colossus and Wolverine; to the fan-favorite Gambit! Plus: Get inside the head of fiendish foe-turned-stalwart member Emma Frost, and explore the bloody and disturbing past of the savage Sabretooth! And Wade Wilson is determined to tell his own story on the big screen, in Deadpool: The Major Motion Picture! A host of comic-book talents unite to explore the early days of Marvel’s merry mutants! Collecting X-MEN ORIGINS: COLOSSUS, JEAN GREY, BEAST, SABRETOOTH, WOLVERINE, GAMBIT, ICEMAN, CYCLOPS, NIGHTCRAWLER, EMMA FROST and DEADPOOL."
68094,Daredevil: Back In Black Vol. 6 - Mayor Fisk (Trade Paperback),0,"Collects Daredevil (2015) #595-600. New York has fallen to Wilson Fisk, the Kingpin of Crime: Daredevil’s greatest and deadliest adversary is now the city’s newly elected mayor! And the stage is set for their most unbelievable showdown yet. Matt Murdock has the law and his incredible abilities in his arsenal — but Fisk has an entire city on his side. As the mayor declares Daredevil Public Enemy No. 1, Matt Murdock receives the most incredible offer of his legal career! And while Fisk pursues a crusade against costumed vigilantes, a new player joins the resistance against him: the psychopathic murder artist Muse! Can Daredevil withstand assaults from both sides of this terrible conflict? As tensions build to a climax, the heroes and villains of New York’s streets join the fray as the city is shaken to its very core."
69612,Star Wars: Lando - Double or Nothing (2018) #3,3,LANDO’s luck ran out when he was captured by BATALLA. Batalla’s in luck with a big payoff if he turns Lando over to his enemies. And there’s a lot of them. Will a galaxy of bad guys finally get their due against the ultimate thorn in their side?
70196,X-Men Blue Vol. 4: Cry Havok (Trade Paperback),0,"Collects X-Men Blue #23-28. With the original five X-Men lost in space, Emma Frost, Havok, Bastion and Miss Sinister hatch their devious plans — and unleash Project: Mothervine! Meanwhile, Jimmy Hudson and Bloodstorm feel the wrath of Polaris — once again a victim of the body-stealing Malice! And with his mutant charges missing, Magneto mobilizes against his enemies. His first target: Sebastian Shaw! But Magneto will soon come face-to-face with Havok — with the fate of mutantkind hanging in the balance! The original five’s absence means a new team of X-Men must take their place. But as the lethal Marauders strike, Magneto is forced to make a terrible decision — one that leads him ever closer to the darkness he has tried to put behind him! And some of the newest new X-Men might not make it out alive!"
69343,Sentry (2018) #2,2,"Someone or something has invaded Sentry World, and now Bob Reynolds finds himself in a race against the clock to try and stop the mystery invader before he can unravel everything the Sentry has worked so hard to build. But if Bob fails, the Void will be set free and the Marvel Universe will be torn apart. Can the Sentry save the day, or has Bob failed once again to contain the monster within?"
70219,X-Men: Blue (2017) #32,32,The Original X-Men’s worst fears about the Master of Magnetism may finally be coming true. Will Jean Grey and the others be able to save Magneto from submitting to his darkest instincts? Or are they merely preventing Magneto from being who he was always meant to be?
69596,Star Wars: Doctor Aphra (2016) #22,22,"STUCK IN A JUNKYARD JAIL AT WAR. IT CAN’T GET WORSE – RIGHT? I mean, unless you add a vengeful FORCE GHOST. And insane MURDERDROIDS. And a BOR BRAIN-LEECH. And a SENTIENT BIOHAZARD Surely even rogue archaeologist DOCTOR APHRA can’t find a way to make things even worse. Wrong. Because her current beau and her ex are just about to meet "
70946,True Believers: Fantastic Four Vs. The New Fantastic Four (2018) #1,1,Reprinting Fantastic Four (1961) #374!
67593,X-Men: Wakanda Forever (2018) #1,1,"Former Dora Milaje member and eternal troublemaker Nakia, A.K.A. Malice, has set a trap to lure the Black Panther into her obsessive clutches! Step One: Take out the Panther’s one true love, Storm of the X-Men! But Nakia didn’t count on the interference of her former warriors-in-arms, the fierce Dora Milaje — and they’re hot on her trail. Can Okoye, Ayo and Aneka capture Malice before she wreaks havoc on their king’s life — again? The talented Ray-Anthony Height joins best-selling author Nnedi Okorafor for the second installment of WAKANDA FOREVER!"
69435,Secret Invasion: Rise Of The Skrulls (Trade Paperback),0,"Collects Fantastic Four (1961) #2, #18 And Annual #19; Avengers (1963) #97 And Annual #14; Silver Surfer (1987) #25; Marvel: The Lost Generation #11; Captain Marvel (2007) #1-5; Ms. Marvel (2006) #25-27; And Material From Fantastic Four (1961) #257; Marvel Westerns: Kid Colt And The Arizona Girl; Avengers: The Initiative Annual #1; And Secret Invasion: Who Do You Trust? Chart the history of the Skrulls — from their first visits to Earth to their devastating Secret Invasion! Meet the Super-Skrull who wields all the Fantastic Four’s powers! Witness the Kree Skrull War’s cataclysmic climax alongside the Avengers! The legendary Mar-Vell returns from the dead — or does he? And Carol Danvers is swept up in the alien intrigue as the SECRET INVASION begins! Plus: 1800s and 1950s infiltration attempts! Galactus targets the Skrull throneworld! The Skrulls lose their shape-shifting powers! And more!"
69079,Moon Girl and Devil Dinosaur (2015) #33,33,"“SAVE OUR SCHOOL” PART TWO! Lunella Lafayette is the smartest person in the Marvel Universe! So why can’t she unravel the genetic mystery that keeps swapping her brain with a 40-foot-tall terrible lizard? She’s going to need to pull off her biggest science experiment yet to undo the curse! All without getting caught by her parents and teachers, of course! Plus: The tragic past of Princess Fisk!"
70948,True Believers: Fantastic Four - What If? (2018) #1,1,Reprinting What If (1977) #1!
